AV_exp,AV_work,CA_exp,CA_work,DP_exp,DP_work,DW_exp,DW_work,FP_exp,FP_work,FR_exp,FR_work,IC_exp,IC_work,IFf_exp,IFf_work,LD_exp,LD_work,OP_exp,OP_work,PG_exp,PG_work,RC_exp,RC_work,RS_exp,RS_work,SK_exp,SK_work,WC_exp,WC_work,WH_exp,WH_work,apr_PD_per_hh,apr_PD_per_hh_preyr,apr_lab,apr_lab_pre,april_delay,april_delay_amt,april_demand_reg,april_hh_P_emp,april_hh_P_emp_pre,april_lb,april_unemp,april_unemp_amt,april_unpaid_delay,april_unpaid_delay_amt,april_work_allot,aug_PD_per_hh,aug_PD_per_hh_preyr,aug_delay,aug_delay_amt,aug_demand_reg,aug_hh_P_emp,aug_hh_P_emp_pre,aug_lab,aug_lab_pre,aug_lb,aug_unemp,aug_unemp_amt,aug_unpaid_delay,aug_unpaid_delay_amt,aug_work_allot,block_code,code,dec_PD_per_hh,dec_PD_per_hh_preyr,dec_delay,dec_delay_amt,dec_demand_reg,dec_hh_P_emp,dec_hh_P_emp_pre,dec_lab,dec_lab_pre,dec_lb,dec_unemp,dec_unemp_amt,dec_unpaid_delay,dec_unpaid_delay_amt,dec_work_allot,district_code,feb_PD_per_hh,feb_PD_per_hh_preyr,feb_delay,feb_delay_amt,feb_demand_reg,feb_hh_P_emp,feb_hh_P_emp_pre,feb_lab,feb_lab_pre,feb_lb,feb_unemp,feb_unemp_amt,feb_unpaid_delay,feb_unpaid_delay_amt,feb_work_allot,jan_PD_per_hh,jan_PD_per_hh_preyr,jan_delay,jan_delay_amt,jan_demand_reg,jan_hh_P_emp,jan_hh_P_emp_pre,jan_lab,jan_lab_pre,jan_lb,jan_unemp,jan_unemp_amt,jan_unpaid_delay,jan_unpaid_delay_amt,jan_work_allot,jul_PD_per_hh,jul_PD_per_hh_preyr,jul_lab,jul_lab_pre,july_delay,july_delay_amt,july_demand_reg,july_hh_P_emp,july_hh_P_emp_pre,july_lb,july_unemp,july_unemp_amt,july_unpaid_delay,july_unpaid_delay_amt,july_work_allot,jun_PD_per_hh,jun_PD_per_hh_preyr,jun_lab,jun_lab_pre,june_delay,june_delay_amt,june_demand_reg,june_hh_P_emp,june_hh_P_emp_pre,june_lb,june_unemp,june_unemp_amt,june_unpaid_delay,june_unpaid_delay_amt,june_work_allot,mar_PD_per_hh,mar_PD_per_hh_preyr,mar_lab,mar_lab_pre,march_delay,march_delay_amt,march_demand_reg,march_hh_P_emp,march_hh_P_emp_pre,march_lb,march_unemp,march_unemp_amt,march_unpaid_delay,march_unpaid_delay_amt,march_work_allot,may_PD_per_hh,may_PD_per_hh_preyr,may_delay,may_delay_amt,may_demand_reg,may_hh_P_emp,may_hh_P_emp_pre,may_lab,may_lab_pre,may_lb,may_unemp,may_unemp_amt,may_unpaid_delay,may_unpaid_delay_amt,may_work_allot,nov_PD_per_hh,nov_PD_per_hh_preyr,nov_delay,nov_delay_amt,nov_demand_reg,nov_hh_P_emp,nov_hh_P_emp_pre,nov_lab,nov_lab_pre,nov_lb,nov_unemp,nov_unemp_amt,nov_unpaid_delay,nov_unpaid_delay_amt,nov_work_allot,oct_PD_per_hh,oct_PD_per_hh_preyr,oct_delay,oct_delay_amt,oct_demand_reg,oct_hh_P_emp,oct_hh_P_emp_pre,oct_lab,oct_lab_pre,oct_lb,oct_unemp,oct_unemp_amt,oct_unpaid_delay,oct_unpaid_delay_amt,oct_work_allot,sep_PD_per_hh,sep_PD_per_hh_preyr,sep_delay,sep_delay_amt,sep_demand_reg,sep_hh_P_emp,sep_hh_P_emp_pre,sep_lab,sep_lab_pre,sep_lb,sep_unemp,sep_unemp_amt,sep_unpaid_delay,sep_unpaid_delay_amt,sep_work_allot,state_code,timestamp,year
0.0,0,0.0,0,8.95,46,0.0,0,8.79,11,0.0,0,0.0,0,7.35,212,0.04,1,20.35,10,0,0,44.59,57,0.3,18,34.4,11,37.08,72,51.96,29,12,19,0.29,4.12,0,0,310,207,233,21692,12,882.0,0,0,2498,17,12,0,0,41,31,654,0.07,9.12,103815,0,0.0,0,0,546,1108020,1108020,21,9,0,0,1011,720,218,13.79,2.24,189184,18,1323.0,0,0.0,15671,1108,17,13,16807,6052,1297,946,564,23.47,10.07,240071,88,6468.0,0,0.0,17021,18,12,5645,2278,1164,995,528,18.93,6.05,213749,12,882.0,0,0.0,18497,9,17,8.08,8.82,0,0,789,516,539,84109,54,3969.0,0,0.0,5085,18,15,9.66,6.54,0,0,751,610,459,62965,30,2205.0,0,0.0,11418,10,9,22.09,9.28,2532,1004,813,545,531,266264,12,882.0,0,0.0,5904,20,16,0,0,778,406,486,6.22,3.81,41705,12,882.0,0,0.0,8131,14,11,0,0,584,444,285,10.18,10.17,166176,18,1323.0,0,0.0,6229,17,18,0,0,550,508,2159,6.18,54.27,144239,0,0.0,0,0.0,8983,9,21,0,0,181,114,2446,7.73,29.1,123568,0,0.0,0,0.0,1116,11,2014-12-23 16:51:46,2013-2014
0.0,0,0.0,0,16.8,42,0.0,0,70.47,44,0.0,0,0.0,0,35.3,52,1.97,28,40.4,28,0,0,173.42,179,0.0,0,18.55,2,66.47,106,62.44,37,0,11,0.0,0.51,0,0,0,0,93,25652,0,0.0,0,0,0,11,13,0,0,234,220,1416,1.67,23.05,125358,30,2205.0,0,0,2638,1108021,1108021,20,25,0,0,1647,1583,701,30.58,14.6,228464,235,17272.5,0,0.0,32829,1108,17,13,11415,4670,2336,2186,2725,52.1,81.68,289930,534,39249.0,0,0.0,37545,18,18,7544,3258,2185,2069,2503,57.87,33.96,258137,84,6174.0,0,0.0,38242,9,16,26.33,13.46,0,0,905,855,1027,101556,123,9040.5,0,0.0,8145,15,12,15.71,14.22,0,0,1375,1297,642,76028,0,0.0,0,0.0,20286,10,5,67.84,6.86,2391,979,2307,1959,35,321582,1239,91066.5,0,0.0,20809,12,13,0,0,222,215,942,1.06,9.01,50361,0,0.0,0,0.0,2655,12,9,0,0,1202,899,696,4.33,16.25,200671,66,4851.0,0,0.0,10915,13,18,0,0,1172,963,2556,25.87,75.59,174176,2042,150087.0,0,0.0,12737,18,16,0,0,1003,890,2425,9.86,45.33,149213,60,4410.0,0,0.0,16829,11,2014-12-23 16:51:48,2013-2014
0.0,0,0.0,0,7.05,94,0.0,0,50.2,27,0.0,0,0.0,0,4.41,82,11.47,23,0.0,1,0,0,171.91,160,0.0,1,44.25,20,82.44,73,20.88,19,14,29,0.0,49.98,0,0,510,475,947,20271,0,0.0,0,0,6833,7,18,0,0,93,73,3085,0.89,58.26,99060,0,0.0,0,0,567,1108022,1108022,20,18,0,0,1441,1368,3833,24.57,85.59,180537,0,0.0,0,0.0,27974,1108,23,21,13840,5607,3116,2987,2347,68.75,58.38,229112,288,21168.0,0,0.0,70096,17,17,5956,2447,2266,2040,2983,34.9,58.0,203984,0,0.0,0,0.0,36711,8,19,6.62,121.74,0,0,234,173,4684,80253,0,0.0,0,0.0,1521,15,20,11.38,82.47,0,0,594,481,3308,60079,0,0.0,0,0.0,7692,13,10,67.21,54.73,26039,8495,1689,1067,1426,254200,4148,304878.0,0,0.0,13883,18,22,0,0,1226,1057,1177,25.84,32.5,39795,0,0.0,0,0.0,19903,12,14,0,0,606,476,2428,5.07,50.04,158577,0,0.0,0,0.0,5910,15,15,0,0,362,279,1749,4.26,21.05,137727,0,0.0,0,0.0,4427,13,16,0,0,200,200,1373,1.36,60.35,117913,0,0.0,0,0.0,2714,11,2014-12-23 16:51:50,2013-2014
0.0,0,0.0,0,1.5,22,0.0,0,0.84,3,0.0,0,0.0,0,19.52,118,1.58,4,17.39,5,0,0,74.06,83,0.0,0,32.8,22,22.68,37,0.0,1,12,12,0.0,0.92,0,0,5,5,106,17051,0,0.0,0,0,60,6,9,0,0,343,320,634,7.98,7.2,83333,0,0.0,0,0,2196,1108024,1108024,14,21,0,0,447,412,115,4.42,3.65,151877,0,0.0,0,0.0,5947,1108,15,15,45,18,960,843,949,20.67,17.02,192739,150,11025.0,0,0.0,13180,18,13,162,55,944,879,588,14.15,4.24,171604,12,882.0,0,0.0,15931,17,11,14.28,2.75,0,0,737,692,504,67511,0,0.0,0,0.0,11935,14,16,5.19,1.74,0,0,439,424,95,50541,0,0.0,0,0.0,6285,8,7,12.62,14.51,248,89,506,442,637,213763,0,0.0,0,0.0,3669,13,10,0,0,172,145,38,1.21,0.52,33478,0,0.0,0,0.0,1938,4,11,0,0,182,10,202,0.38,7.28,133403,0,0.0,0,0.0,42,7,18,0,0,331,165,937,7.11,19.85,115789,0,0.0,0,0.0,1227,16,10,0,0,787,671,864,6.75,11.34,99195,0,0.0,0,0.0,11087,11,2014-12-23 16:51:51,2013-2014
0.0,11,0.0,0,16.87,86,0.0,0,17.17,11,0.0,0,0.0,0,2.62,20,0.0,1,0.0,0,0,0,11.66,36,0.0,0,54.12,21,13.6,37,0.0,1,14,13,0.56,7.22,0,0,579,530,246,12175,12,882.0,0,0,7641,10,10,0,0,196,167,495,1.03,4.98,59468,0,0.0,0,0,1714,1108030,1108030,9,23,0,0,399,303,185,2.82,5.15,108377,0,0.0,0,0.0,2843,1108,12,12,9012,2903,622,542,871,6.34,17.18,137530,12,882.0,0,0.0,6537,17,15,16240,5740,374,307,902,6.45,13.16,122448,120,8820.0,0,0.0,5244,6,15,1.61,6.33,0,0,162,128,358,48184,0,0.0,0,0.0,799,10,14,0.53,3.38,0,0,34,34,210,35678,0,0.0,0,0.0,372,10,5,11.97,3.91,2200,670,675,614,351,152510,12,882.0,0,0.0,6269,8,16,0,0,228,131,254,10.27,6.22,23898,75,5512.5,0,0.0,1125,10,3,0,0,457,401,95,4.29,4.91,95166,30,2205.0,0,0.0,4264,9,16,0,0,381,359,661,5.36,12.74,82631,10,735.0,0,0.0,3277,9,13,0,0,351,343,609,4.16,9.83,70790,0,0.0,0,0.0,3216,11,2014-12-23 16:51:53,2013-2014
0.0,0,0.0,0,5.15,28,0.0,0,32.48,23,0.0,0,0.0,0,8.73,41,16.8,13,14.08,8,0,0,216.63,154,0.0,0,45.47,27,464.69,333,43.56,39,7,18,0.0,64.36,0,0,504,257,2659,29347,1194,87759.0,0,0,2040,20,16,0,0,2613,2302,2562,50.3,64.27,151063,1530,112455.0,0,0,48037,1108036,1108036,14,14,0,0,3099,2657,2440,40.56,5.33,270611,5073,372865.5,0,0.0,39554,1108,19,17,13384,5870,4016,3638,2657,92.45,77.13,328198,11447,841354.5,0,0.0,69330,18,15,24459,10506,3896,3555,2441,119.25,65.57,299268,2784,204624.0,0,0.0,65853,11,19,32.59,46.4,0,0,1549,1168,2601,120021,875,64312.5,0,0.0,13554,15,15,14.64,37.98,0,0,1021,939,1743,88564,418,30723.0,0,0.0,14434,14,9,52.08,30.8,6926,2878,1692,1236,1582,357358,2958,217413.0,0,0.0,17558,15,18,0,0,1081,910,1976,10.48,40.88,57459,1172,86142.0,0,0.0,14017,16,8,0,0,2820,2638,50,41.91,19.66,241904,816,59976.0,0,0.0,44070,12,17,0,0,2442,2128,3150,53.8,69.79,212143,2305,169417.5,0,0.0,26617,18,16,0,0,3109,2700,2702,69.85,65.84,181646,6762,497007.0,0,0.0,49883,11,2014-12-23 16:51:55,2013-2014
0.0,0,0.0,0,0.47,6,0.0,0,0.07,2,0.0,0,0.0,0,0.0,0,0.0,6,3.18,3,0,0,34.98,24,19.59,36,19.45,16,7.0,6,3.89,1,0,13,0.0,2.97,0,0,2,0,751,12090,24,1764.0,0,0,0,16,4,0,0,34,32,63,0.05,4.63,84700,0,0.0,0,0,519,1109001,1109001,17,10,0,0,709,595,64,0.27,0.3,105925,35,2572.5,5,66444.0,10127,1109,19,14,77908,26008,1181,1057,335,14.96,4.63,145500,0,0.0,0,0.0,20158,19,11,20658,7297,801,738,223,9.9,1.76,119700,0,0.0,0,0.0,14156,8,15,3.62,9.03,0,0,199,152,545,73075,0,0.0,0,0.0,1287,12,17,2.85,60.61,0,0,399,289,2176,66770,0,0.0,0,0.0,3677,12,9,16.9,4.29,35203,12109,959,847,158,185975,42,3087.0,0,0.0,10689,14,21,0,0,222,180,2223,1.86,47.01,34875,0,0.0,0,0.0,2681,8,7,0,0,101,78,70,0.79,0.57,102975,0,0.0,4,29106.0,673,21,10,0,0,38,34,40,1.19,0.0,98575,0,0.0,0,0.0,727,13,10,0,0,90,48,84,0.54,0.45,92025,0,0.0,0,0.0,624,11,2014-12-23 16:51:57,2013-2014
0.0,0,0.0,0,0.3,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.07,1,12.92,18,0,0,25.73,33,23.19,58,64.77,15,0.0,1,0.12,5,12,12,1.6,1.19,0,0,153,125,268,11600,0,0.0,1,5239,1557,9,12,0,0,102,64,140,0.9,1.64,43480,0,0.0,1,6380,634,1109002,1109002,24,11,0,0,234,212,37,3.86,0.17,77720,0,0.0,0,0.0,5148,1109,17,15,11867,4180,701,668,124,14.07,1.15,107240,0,0.0,0,0.0,11587,18,11,1235,469,623,581,79,9.76,1.43,87600,0,0.0,0,0.0,10668,15,13,1.62,3.88,0,0,139,70,219,34920,0,0.0,0,0.0,1057,9,11,1.18,5.5,0,0,117,92,268,28480,0,0.0,1,12348.0,881,12,10,19.04,3.29,6645,2361,530,481,150,136129,0,0.0,0,0.0,6224,11,16,0,0,56,52,523,0.88,9.31,19400,0,0.0,1,8232.0,580,12,9,0,0,119,98,7,0.8,1.04,69640,0,0.0,0,0.0,1202,7,14,0,0,17,13,91,0.52,1.25,59960,0,0.0,0,0.0,97,13,9,0,0,94,78,57,0.88,1.27,51760,0,0.0,2,10460.0,1034,11,2014-12-23 16:51:59,2013-2014
0.0,0,0.0,0,16.06,58,0.0,0,4.26,7,0.0,0,3.11,2,0.0,1,14.94,12,0.26,3,0,0,69.89,45,14.4,54,10.15,27,0.0,0,27.49,17,13,11,7.45,2.2,0,0,661,566,202,3145,0,0.0,0,0,7713,8,10,0,0,328,289,209,4.87,2.23,5415,0,0.0,0,0,2441,1109003,1109003,17,13,0,0,591,504,678,5.84,8.41,8578,0,0.0,0,0.0,9014,1109,22,12,93876,33833,1710,1531,1020,20.98,8.08,10795,0,0.0,0,0.0,34959,16,11,30841,10582,1173,1052,548,9.24,9.42,9621,0,0.0,0,0.0,17455,7,10,13.92,15.13,0,0,408,354,1118,5164,0,0.0,0,0.0,2609,17,22,27.75,42.04,0,0,1155,984,1314,5454,0,0.0,0,0.0,17473,12,14,35.91,27.54,60472,21839,1722,1443,1135,11519,0,0.0,0,0.0,18588,17,18,0,0,1259,988,815,9.52,6.92,4191,0,0.0,0,0.0,17400,10,9,0,0,336,266,445,0.67,4.4,8605,0,0.0,0,0.0,2904,17,12,0,0,10,10,402,0.22,6.28,38851,0,0.0,0,0.0,170,0,8,0,0,0,0,621,1.19,5.57,5962,0,0.0,0,0.0,0,11,2014-12-23 16:52:01,2013-2014
0.0,0,0.0,0,0.0,2,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0,0.0,56,0.0,0,0.0,22,0.0,22,0.0,3,0,0,0.0,0.0,0,0,13,0,0,25120,0,0.0,0,0,0,0,13,0,0,0,0,334,0.0,20.28,117560,0,0.0,0,0,0,1109004,1109004,0,7,0,0,0,0,14,0.0,0.14,201960,0,0.0,0,0.0,0,1109,14,12,0,0,97,97,234,0.0,3.97,257440,0,0.0,0,0.0,1419,0,0,0,0,0,0,0,0.0,0.0,226680,0,0.0,0,0.0,0,0,20,0.0,69.91,0,0,0,0,2069,95040,0,0.0,0,0.0,0,0,21,0.0,62.51,0,0,865,0,2958,69872,0,0.0,0,0.0,0,22,18,0.0,0.17,48628,16537,496,448,7,351772,0,0.0,0,0.0,9904,0,17,0,0,468,0,930,0.0,3.47,48400,0,0.0,0,0.0,0,0,22,0,0,0,0,126,0.0,28.05,179880,0,0.0,0,0.0,0,0,34,0,0,0,0,593,0.0,2.34,160280,0,0.0,0,0.0,0,0,17,0,0,0,0,28,0.0,0.9,138800,0,0.0,0,0.0,0,11,2014-12-23 16:52:03,2013-2014
0.0,0,0.0,0,7.14,18,0.0,0,10.21,19,0.0,0,0.0,0,0.0,0,0.87,2,0.0,9,0,0,13.04,45,10.95,23,28.56,11,1.83,5,0.0,0,15,19,1.25,28.47,0,0,336,245,1552,1240,0,0.0,0,0,3696,19,16,0,0,26,23,903,0.59,11.1,65800,0,0.0,6,51014,450,1109005,1109005,21,12,0,0,358,319,191,3.98,2.2,122167,0,0.0,4,67914.0,6792,1109,19,14,44347,16891,476,322,122,0.85,3.92,158004,0,0.0,4,44520.0,6262,12,12,21626,8639,358,281,293,1.67,4.28,145650,0,0.0,5,64636.0,3442,21,23,5.12,27.28,0,0,270,240,871,53040,0,0.0,5,60270.0,5041,14,20,8.0,39.73,0,0,334,297,904,40080,0,0.0,0,0.0,4418,13,20,15.03,7.33,28786,11757,461,278,256,167034,0,0.0,5,145437.0,3850,20,27,0,0,410,337,1933,7.13,53.49,1240,0,0.0,0,0.0,6805,13,16,0,0,233,171,55,0.35,1.62,109000,0,0.0,7,91728.0,2257,18,19,0,0,191,143,165,0.14,3.15,111019,0,0.0,2,21168.0,2591,11,13,0,0,343,210,133,0.47,10.56,80227,0,0.0,1,30870.0,2479,11,2014-12-23 16:52:13,2013-2014
0.0,0,0.0,0,3.88,20,0.0,0,40.75,29,0.0,0,4.29,1,0.0,0,0.0,0,43.9,39,0,0,228.14,122,35.42,52,65.42,15,30.34,27,19.4,11,12,7,1.31,0.03,0,0,2568,1917,172,29880,0,0.0,0,0,23434,11,5,0,0,430,319,580,46.56,8.24,110560,0,0.0,0,0,3512,1109006,1109006,14,10,0,0,3393,2863,234,0.0,1.91,169120,0,0.0,11,106722.0,42137,1109,12,11,138493,44324,3404,2924,2522,74.16,21.92,223000,0,0.0,2,20286.0,35157,12,7,169518,50465,3793,2890,633,26.4,4.95,191640,0,0.0,7,74719.0,36028,9,9,45.41,33.52,0,0,1419,952,2424,94280,0,0.0,0,0.0,8971,11,17,11.5,55.07,0,0,3047,2528,3177,79200,0,0.0,0,0.0,28005,8,10,47.89,25.16,18710,6763,1999,1335,949,268834,0,0.0,1,13230.0,12007,15,13,0,0,4334,3544,1692,34.05,15.67,55120,0,0.0,6,50239.0,55692,9,6,0,0,1231,858,317,4.47,10.36,154320,0,0.0,8,8085.0,8073,7,13,0,0,790,469,1751,15.5,19.5,140080,0,0.0,0,0.0,3504,13,7,0,0,984,804,615,3.53,4.44,126280,0,0.0,0,0.0,10743,11,2014-12-23 16:52:15,2013-2014
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,19.58,6,0.0,4,0,0,286.08,44,0.0,32,26.43,14,0.0,0,0.0,0,0,12,0.0,0.38,0,0,0,0,13,13479975,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,294452,0,0.0,0,0,0,1109007,1109007,17,0,0,0,1231,1198,0,0.0,0.0,415835,0,0.0,0,0.0,20692,1109,18,0,214857,66198,4965,4847,0,73.4,0.0,499892,0,0.0,0,0.0,90083,18,0,92934,27516,2847,2766,0,34.92,0.0,443403,0,0.0,0,0.0,50575,0,10,0.0,79.0,0,0,0,0,3257,257588,0,0.0,0,0.0,0,0,22,0.0,198.77,0,0,0,0,8606,236762,0,0.0,0,0.0,0,12,0,109.18,0.0,107334,36641,6051,5482,0,526386,0,0.0,0,0.0,66233,0,17,0,0,0,0,4583,0.0,26.19,115913,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,372932,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,347355,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,320906,0,0.0,0,0.0,0,11,2014-12-23 16:52:17,2013-2014
0.0,0,0.0,0,14.38,30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.96,3,0.0,10,0,0,86.15,36,15.21,134,25.11,12,0.0,0,0.0,0,0,16,0.0,16.75,0,0,0,0,1673,13860,0,0.0,0,0,0,9,13,0,0,501,365,136,3.3,1.88,109368,0,0.0,0,0,3598,1109008,1109008,28,10,0,0,889,736,19,2.61,0.34,154812,0,0.0,0,0.0,21184,1109,21,9,17358,5912,1228,1079,60,44.25,0.79,186312,0,0.0,1,4410.0,23505,23,25,34381,9854,1148,1047,15,15.57,0.65,170604,0,0.0,0,0.0,24530,20,17,5.12,30.64,0,0,593,450,1242,95508,0,0.0,0,0.0,9003,14,18,2.76,46.61,0,0,659,380,2205,87528,0,0.0,0,0.0,5397,19,0,30.98,0.0,17784,5518,1173,952,0,196403,0,0.0,0,0.0,18741,0,19,0,0,16,0,2117,0.0,39.16,43302,0,0.0,0,0.0,0,14,9,0,0,430,301,45,5.62,1.16,137214,0,0.0,0,0.0,4253,18,16,0,0,87,70,53,2.43,1.08,129528,0,0.0,1,1764.0,1290,22,6,0,0,317,266,68,6.81,1.47,119448,0,0.0,0,0.0,6020,11,2014-12-23 16:52:19,2013-2014
0.0,0,0.0,1,0.0,2,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,7.76,20,0,0,109.8,64,4.19,29,26.8,15,44.65,23,0.0,0,10,14,0.0,1.38,0,0,103,103,264,13172,0,0.0,0,0,1105,11,15,0,0,122,90,110,0.26,2.64,105080,0,0.0,0,0,1028,1109009,1109009,25,7,0,0,1394,1293,52,7.57,0.14,142000,0,0.0,0,0.0,32667,1109,21,12,101237,25295,1714,1267,86,11.42,0.5,166880,0,0.0,0,0.0,27022,20,8,8233,1798,1147,1036,10,28.8,1.53,154940,0,0.0,0,0.0,21113,8,12,1.63,30.96,0,0,17,16,668,91600,0,0.0,0,0.0,128,20,27,57.96,109.41,0,0,2631,2328,4016,84480,0,0.0,0,0.0,47821,10,11,21.53,1.22,28865,6995,969,620,91,178410,0,0.0,0,0.0,6681,19,16,0,0,2075,1677,2438,16.96,14.27,42560,0,0.0,0,0.0,32267,12,6,0,0,440,238,161,1.18,1.16,129320,0,0.0,25,233829.48,3080,27,8,0,0,372,303,156,1.26,0.49,123320,0,0.0,45,421716.68,8279,17,25,0,0,229,130,11,2.09,0.56,114600,0,0.0,0,0.0,2261,11,2014-12-23 16:52:21,2013-2014
0.0,0,0.0,0,1.37,7,0.0,0,4.68,10,0.0,0,0.54,2,101.64,85,8.78,25,0.0,4,0,0,35.15,43,4.41,90,9.91,16,21.03,36,0.0,5,14,11,2.38,4.79,0,0,860,779,596,20736,0,0.0,0,0,11067,0,6,0,0,0,0,15,0.0,0.05,172692,0,0.0,0,0,0,1109010,1109010,18,0,0,0,876,756,0,15.08,0.0,197712,0,0.0,0,0.0,13807,1109,11,12,41806,16957,909,781,117,22.18,1.34,218160,0,0.0,0,0.0,8963,16,9,57706,22270,1268,1163,60,10.85,0.26,204696,0,0.0,0,0.0,19493,7,10,1.0,14.1,0,0,110,85,30,166068,0,0.0,0,0.0,660,9,16,9.13,38.81,0,0,463,377,1974,135036,0,0.0,0,0.0,3459,12,11,14.18,2.16,20887,7719,1634,1480,79,240804,0,0.0,0,0.0,19222,13,11,0,0,538,502,991,15.36,3.82,67896,0,0.0,0,0.0,6783,12,0,0,0,507,480,0,0.93,0.0,192096,0,0.0,0,0.0,5798,0,10,0,0,0,0,97,0.0,1.5,187884,0,0.0,0,0.0,0,0,9,0,0,0,0,70,0.0,0.69,177732,0,0.0,0,0.0,0,11,2014-12-23 16:52:22,2013-2014
0.0,0,0.0,0,5.23,28,0.0,0,27.35,10,0.0,0,0.0,1,5.58,2,0.0,0,15.52,15,0,0,33.39,19,42.54,35,48.91,13,0.0,3,1.95,9,17,15,0.22,1.32,0,0,9,9,151,8880,0,0.0,0,0,153,17,10,0,0,93,92,186,0.0,3.89,35800,0,0.0,0,0,1603,1109011,1109011,22,14,0,0,622,607,514,11.91,5.19,61400,108,7938.0,0,0.0,13744,1109,19,14,11567,5030,854,804,425,28.22,9.35,78760,6,441.0,0,0.0,15479,19,11,11596,4811,814,786,267,29.18,6.52,68360,0,0.0,0,0.0,15283,0,18,0.23,21.89,0,0,19,0,869,29480,120,8820.0,0,0.0,0,20,17,4.16,14.99,0,0,219,201,863,23840,0,0.0,0,0.0,4075,18,8,0.0,0.33,5748,2091,369,346,32,95951,6,441.0,4,2940.0,6351,9,14,0,0,90,90,179,0.46,2.91,16760,0,0.0,0,0.0,851,15,10,0,0,318,311,207,5.08,2.02,54720,0,0.0,0,0.0,4867,12,16,0,0,128,127,462,0.0,9.22,48320,12,882.0,0,0.0,1561,8,13,0,0,124,124,380,0.0,6.13,42080,0,0.0,0,0.0,1094,11,2014-12-23 16:52:24,2013-2014
0.0,0,0.0,0,3.31,19,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,8,0,0,1.33,10,18.21,37,42.36,10,9.05,15,7.07,4,0,12,0.0,0.24,0,0,0,0,45,9320,0,0.0,0,0,0,13,10,0,0,27,16,98,0.0,0.82,42800,0,0.0,0,0,220,1109012,1109012,14,6,0,0,182,181,12,0.74,0.0,81840,0,0.0,0,0.0,2644,1109,16,10,48957,17271,524,494,49,6.42,0.42,109280,0,0.0,0,0.0,8089,15,11,39568,13756,597,576,58,2.89,0.36,92200,0,0.0,0,0.0,8952,12,6,0.24,0.16,0,0,241,195,9,35040,0,0.0,0,0.0,2355,9,9,1.24,4.08,0,0,113,111,121,25400,0,0.0,0,0.0,1074,10,12,18.21,1.95,10592,3931,505,310,96,134524,0,0.0,0,0.0,3183,12,20,0,0,106,99,231,0.42,3.61,17440,0,0.0,0,0.0,1191,8,0,0,0,28,28,0,0.06,0.0,71920,0,0.0,0,0.0,225,10,0,0,0,6,2,0,4.09,0.19,62640,0,0.0,0,0.0,20,15,14,0,0,16,12,28,0.32,0.78,53400,0,0.0,0,0.0,190,11,2014-12-23 16:52:33,2013-2014
0.0,0,0.0,0,11.19,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.37,4,0,0,6.86,9,1.08,33,53.83,13,0.19,4,0.0,1,0,20,0.0,0.96,0,0,0,0,91,9100,0,0.0,0,0,0,25,16,0,0,54,53,59,1.1,1.33,35385,0,0.0,0,0,1345,1109013,1109013,20,4,0,0,103,98,7,1.51,0.04,61075,0,0.0,0,0.0,2054,1109,24,22,9770,3585,119,110,62,1.79,1.55,80500,0,0.0,0,0.0,2667,22,18,4092,1293,107,106,77,2.86,0.77,68740,0,0.0,0,0.0,2400,16,14,0.03,2.84,0,0,48,43,125,29330,0,0.0,0,0.0,722,7,25,0.08,3.91,0,0,6,6,124,23590,0,0.0,1,735.0,45,16,12,2.48,1.28,7316,3003,89,73,44,98113,0,0.0,0,0.0,1228,24,27,0,0,5,5,116,0.08,3.75,16275,0,0.0,0,0.0,120,12,6,0,0,46,45,5,0.6,0.0,54320,0,0.0,0,0.0,578,21,20,0,0,37,36,18,1.15,0.51,48195,0,0.0,0,0.0,764,26,6,0,0,21,13,24,2.07,0.47,42000,0,0.0,0,0.0,340,11,2014-12-23 16:52:35,2013-2014
